comparison_id,seed,control_slot,snapshot_commit,pair_left,pair_right,g3_program_left,g3_program_right,g3_delta_left,g3_delta_right,control_program_left,control_program_right,control_delta_left,control_delta_right,g3_utility,control_utility,utility_match_gap,initial_loss_gap,delta_under_PG_h64,delta_under_PC_h64,source_interaction_h64,j_sum_PG_observed,j_sum_PC_observed,parameter_distance_initial,parameter_distance_PG_h64,parameter_distance_PC_h64,PG_generated_commits,PC_generated_commits,PG_replayed_commits,PC_replayed_commits,PG_complete,PC_complete,PG_invalid_source_step,PC_invalid_source_step,PG_invalid_replay_step,PC_invalid_replay_step,PG_telescoping_residual,PC_telescoping_residual
281,1111222233334444,0,1200,23,38,23,38,-0.02000000,-0.01000000,23,38,-0.01000000,0.00000000,4.241466522217e-4,4.400908946991e-4,1.594424247742e-5,1.594424247742e-5,2.263784408569e-4,7.057189941406e-5,1.558065414429e-4,2.104341983795e-4,5.462765693665e-5,1.414214354008e-2,1.414214354008e-2,1.414214354008e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
282,1111222233334444,1,1200,23,38,23,38,-0.02000000,-0.01000000,23,38,-0.00500000,0.01000000,4.241466522217e-4,4.075169563293e-4,1.662969589233e-5,-1.662969589233e-5,3.410577774048e-4,2.860426902771e-4,5.501508712769e-5,3.576874732971e-4,3.026723861694e-4,2.499999478459e-2,2.499999478459e-2,2.499999478459e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
283,1111222233334444,0,1250,37,1,37,1,-0.02000000,0.02000000,37,1,-0.00500000,0.02000000,4.460215568542e-4,4.459321498871e-4,8.940696716309e-8,-8.940696716309e-8,1.201033592224e-5,2.589821815491e-5,-1.388788223267e-5,1.209974288940e-5,2.598762512207e-5,1.499999314547e-2,1.499999314547e-2,1.499999314547e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
284,1111222233334444,1,1250,37,1,37,1,-0.02000000,0.02000000,37,1,-0.01000000,0.02000000,4.460215568542e-4,4.463791847229e-4,3.576278686523e-7,3.576278686523e-7,8.434057235718e-6,1.621246337891e-5,-7.778406143188e-6,8.076429367065e-6,1.585483551025e-5,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
285,1111222233334444,0,1300,112,26,112,26,0.02000000,-0.02000000,112,26,0.00500000,0.01000000,2.264976501465e-4,2.100467681885e-4,1.645088195801e-5,-1.645088195801e-5,4.774928092957e-4,,,4.939436912537e-4,9.444355964661e-5,3.354101255536e-2,3.354101255536e-2,,63,63,63,36,1,0,-1,-1,-1,37,0.000000000000e0,0.000000000000e0
286,1111222233334444,1,1300,112,26,112,26,0.02000000,-0.02000000,112,26,0.01000000,0.00000000,2.264976501465e-4,2.470314502716e-4,2.053380012512e-5,2.053380012512e-5,3.924965858459e-4,,,3.719627857208e-4,2.571940422058e-5,2.236068621278e-2,2.236068621278e-2,,63,63,63,36,1,0,-1,-1,-1,37,0.000000000000e0,0.000000000000e0
287,1111222233334444,0,1400,71,21,71,21,-0.02000000,-0.02000000,71,21,-0.01000000,-0.02000000,6.533861160278e-4,6.104707717896e-4,4.291534423828e-5,-4.291534423828e-5,-1.361966133118e-5,-1.537799835205e-5,1.758337020874e-6,2.929568290710e-5,2.753734588623e-5,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
288,1111222233334444,0,1450,18,51,18,51,-0.02000000,0.00000000,18,51,-0.02000000,0.01000000,-1.605272293091e-3,-1.605272293091e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
289,1111222233334444,1,1450,18,51,18,51,-0.02000000,0.00000000,18,51,-0.02000000,-0.00500000,-1.605272293091e-3,-1.605272293091e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
290,1111222233334444,0,1500,77,92,77,92,-0.00500000,0.02000000,77,92,-0.00500000,0.00000000,9.575486183167e-5,8.878111839294e-5,6.973743438721e-6,-6.973743438721e-6,-1.726746559143e-4,-5.307793617249e-5,-1.195967197418e-4,-1.657009124756e-4,-4.610419273376e-5,1.999998092651e-2,1.999998092651e-2,1.999998092651e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
291,1111222233334444,1,1500,77,92,77,92,-0.00500000,0.02000000,77,92,-0.01000000,-0.00500000,9.575486183167e-5,1.086294651031e-4,1.287460327148e-5,1.287460327148e-5,-1.565515995026e-4,2.621114253998e-4,-4.186630249023e-4,-1.694262027740e-4,2.492368221283e-4,2.549507282674e-2,2.549507282674e-2,2.549507282674e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
292,1111222233334444,0,1550,7,16,7,16,-0.02000000,0.02000000,7,16,-0.01000000,0.00500000,2.314448356628e-4,2.471208572388e-4,1.567602157593e-5,1.567602157593e-5,-8.487105369568e-4,-8.556544780731e-4,6.943941116333e-6,-8.643865585327e-4,-8.713304996490e-4,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
293,1111222233334444,1,1550,7,16,7,16,-0.02000000,0.02000000,7,16,-0.00500000,-0.01000000,2.314448356628e-4,2.552568912506e-4,2.381205558777e-5,2.381205558777e-5,-1.758009195328e-3,-6.870329380035e-4,-1.070976257324e-3,-1.781821250916e-3,-7.108449935913e-4,3.354098647833e-2,3.354098647833e-2,3.354098647833e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
294,1111222233334444,0,1600,16,107,16,107,-0.02000000,0.02000000,16,107,-0.02000000,0.01000000,-3.327429294586e-4,-3.331303596497e-4,3.874301910400e-7,-3.874301910400e-7,-2.980232238770e-6,-2.980232238770e-6,0.000000000000e0,-2.592802047729e-6,-2.592802047729e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
295,1111222233334444,1,1600,16,107,16,107,-0.02000000,0.02000000,16,107,-0.02000000,0.00500000,-3.327429294586e-4,-3.333091735840e-4,5.662441253662e-7,-5.662441253662e-7,-4.470348358154e-6,-4.470348358154e-6,0.000000000000e0,-3.904104232788e-6,-3.904104232788e-6,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
296,1111222233334444,0,1650,90,10,90,10,-0.01000000,0.02000000,90,10,-0.00500000,0.02000000,-6.794035434723e-4,-6.430745124817e-4,3.632903099060e-5,3.632903099060e-5,5.456805229187e-5,6.541609764099e-5,-1.084804534912e-5,1.823902130127e-5,2.908706665039e-5,4.999999888241e-3,4.999999888241e-3,4.999999888241e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
297,1111222233334444,0,1700,10,67,10,67,-0.02000000,-0.01000000,10,67,-0.02000000,0.02000000,7.233023643494e-4,7.286667823792e-4,5.364418029785e-6,5.364418029785e-6,-1.727938652039e-4,-8.738040924072e-5,-8.541345596313e-5,-1.781582832336e-4,-9.274482727051e-5,3.000000119209e-2,3.000000119209e-2,3.000001609325e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
298,1111222233334444,1,1700,10,67,10,67,-0.02000000,-0.01000000,10,67,-0.02000000,-0.00500000,7.233023643494e-4,7.304549217224e-4,7.152557373047e-6,7.152557373047e-6,-1.725554466248e-5,-1.725554466248e-5,0.000000000000e0,-2.440810203552e-5,-2.440810203552e-5,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
299,1111222233334444,0,1800,0,31,0,31,0.02000000,-0.02000000,0,31,0.02000000,0.00000000,1.973807811737e-4,1.974701881409e-4,8.940696716309e-8,8.940696716309e-8,6.366372108459e-4,6.198883056641e-4,1.674890518188e-5,6.365478038788e-4,6.197988986969e-4,1.999998092651e-2,1.999998092651e-2,1.999998092651e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
300,1111222233334444,1,1800,0,31,0,31,0.02000000,-0.02000000,0,31,0.02000000,-0.01000000,1.973807811737e-4,2.142786979675e-4,1.689791679382e-5,1.689791679382e-5,3.272891044617e-4,3.882944583893e-4,-6.100535392761e-5,3.103911876678e-4,3.713965415955e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
301,1111222233334444,0,1850,8,0,8,0,-0.02000000,0.02000000,8,0,-0.01000000,-0.01000000,5.468130111694e-4,5.463063716888e-4,5.066394805908e-7,-5.066394805908e-7,-8.890032768250e-5,-1.870989799500e-4,9.819865226746e-5,-8.839368820190e-5,-1.865923404694e-4,3.162276744843e-2,3.162275999784e-2,3.162275999784e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
302,1111222233334444,0,1900,85,23,85,23,0.00000000,-0.02000000,85,23,0.01000000,-0.02000000,6.467700004578e-4,6.467700004578e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
303,1111222233334444,1,1900,85,23,85,23,0.00000000,-0.02000000,85,23,-0.02000000,-0.02000000,6.467700004578e-4,6.467700004578e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
304,1111222233334444,0,2100,26,113,26,113,0.02000000,0.02000000,26,113,0.02000000,0.01000000,2.728402614594e-4,2.634972333908e-4,9.343028068542e-6,-9.343028068542e-6,-5.909800529480e-5,-5.459785461426e-5,-4.500150680542e-6,-4.975497722626e-5,-4.525482654572e-5,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
305,1111222233334444,1,2100,26,113,26,113,0.02000000,0.02000000,26,113,0.02000000,0.00500000,2.728402614594e-4,2.582371234894e-4,1.460313796997e-5,-1.460313796997e-5,-8.928775787354e-5,-8.153915405273e-5,-7.748603820801e-6,-7.468461990356e-5,-6.693601608276e-5,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
306,1111222233334444,0,2150,106,10,106,10,-0.01000000,-0.02000000,106,10,0.00000000,-0.02000000,1.993030309677e-4,1.995563507080e-4,2.533197402954e-7,2.533197402954e-7,9.942054748535e-5,1.024603843689e-4,-3.039836883545e-6,9.916722774506e-5,1.022070646286e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
307,1111222233334444,1,2150,106,10,106,10,-0.01000000,-0.02000000,106,10,-0.00500000,-0.02000000,1.993030309677e-4,1.998096704483e-4,5.066394805908e-7,5.066394805908e-7,5.017220973969e-5,5.143880844116e-5,-1.266598701477e-6,4.966557025909e-5,5.093216896057e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
308,1111222233334444,0,2250,66,4,66,4,-0.01000000,0.02000000,66,4,-0.00500000,0.02000000,6.808787584305e-4,6.750226020813e-4,5.856156349182e-6,-5.856156349182e-6,-1.296401023865e-6,-1.296401023865e-6,0.000000000000e0,4.559755325317e-6,4.559755325317e-6,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
309,1111222233334444,1,2250,66,4,66,4,-0.01000000,0.02000000,66,4,-0.02000000,0.02000000,6.808787584305e-4,6.916075944901e-4,1.072883605957e-5,1.072883605957e-5,1.341104507446e-6,1.005828380585e-5,-8.717179298401e-6,-9.387731552124e-6,-6.705522537231e-7,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
310,1111222233334444,0,2300,15,32,15,32,0.02000000,0.02000000,15,32,0.02000000,0.01000000,1.979768276215e-4,2.207756042480e-4,2.279877662659e-5,2.279877662659e-5,9.891390800476e-5,9.891390800476e-5,0.000000000000e0,7.611513137817e-5,7.611513137817e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
311,1111222233334444,1,2300,15,32,15,32,0.02000000,0.02000000,15,32,0.01000000,-0.02000000,1.979768276215e-4,1.744031906128e-4,2.357363700867e-5,-2.357363700867e-5,6.038695573807e-4,6.988793611526e-4,-9.500980377197e-5,6.274431943893e-4,7.224529981613e-4,4.123104736209e-2,4.123104736209e-2,4.123104736209e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
312,1111222233334444,0,2350,68,79,68,79,-0.01000000,0.02000000,68,79,-0.00500000,0.02000000,-5.229711532593e-4,-5.145817995071e-4,8.389353752136e-6,8.389353752136e-6,1.624226570129e-6,1.624226570129e-6,0.000000000000e0,-6.765127182007e-6,-6.765127182007e-6,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
313,1111222233334444,1,2350,68,79,68,79,-0.01000000,0.02000000,68,79,0.00000000,0.02000000,-5.229711532593e-4,-5.066692829132e-4,1.630187034607e-5,1.630187034607e-5,4.008412361145e-6,4.753470420837e-6,-7.450580596924e-7,-1.229345798492e-5,-1.154839992523e-5,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
314,1111222233334444,0,2400,108,16,108,16,-0.01000000,-0.02000000,108,16,-0.00500000,-0.02000000,-5.024671554565e-5,-4.902482032776e-5,1.221895217896e-6,1.221895217896e-6,1.425296068192e-4,1.708716154099e-4,-2.834200859070e-5,1.413077116013e-4,1.696497201920e-4,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
315,1111222233334444,1,2400,108,16,108,16,-0.01000000,-0.02000000,108,16,0.00000000,-0.02000000,-5.024671554565e-5,-5.237758159637e-5,2.130866050720e-6,-2.130866050720e-6,2.801418304443e-4,2.821981906891e-4,-2.056360244751e-6,2.822726964951e-4,2.843290567398e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
316,1111222233334444,0,2450,13,88,13,88,-0.01000000,0.02000000,13,88,0.02000000,0.01000000,-3.311634063721e-4,-3.521591424942e-4,2.099573612213e-5,-2.099573612213e-5,-2.898275852203e-4,-1.191347837448e-4,-1.706928014755e-4,-2.688318490982e-4,-9.813904762268e-5,3.162274509668e-2,3.162274509668e-2,3.162274509668e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
317,1111222233334444,1,2450,13,88,13,88,-0.01000000,0.02000000,13,88,-0.00500000,0.02000000,-3.311634063721e-4,-3.689080476761e-4,3.774464130402e-5,-3.774464130402e-5,-7.227063179016e-6,1.077353954315e-5,-1.800060272217e-5,3.051757812500e-5,4.851818084717e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
318,1111222233334444,0,2500,78,0,78,0,0.01000000,-0.02000000,78,0,0.00500000,-0.02000000,3.209859132767e-4,2.955198287964e-4,2.546608448029e-5,-2.546608448029e-5,-4.690885543823e-5,-4.491209983826e-5,-1.996755599976e-6,-2.144277095795e-5,-1.944601535797e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
319,1111222233334444,1,2500,78,0,78,0,0.01000000,-0.02000000,78,0,0.02000000,-0.02000000,3.209859132767e-4,3.706216812134e-4,4.963576793671e-5,4.963576793671e-5,9.214878082275e-5,9.153783321381e-5,6.109476089478e-7,4.251301288605e-5,4.190206527710e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
320,1111222233334444,0,2550,16,39,16,39,-0.02000000,0.02000000,16,39,-0.01000000,0.01000000,2.112388610840e-4,1.916885375977e-4,1.955032348633e-5,-1.955032348633e-5,1.992285251617e-4,2.537071704865e-4,-5.447864532471e-5,2.187788486481e-4,2.732574939728e-4,1.414212770760e-2,1.414212770760e-2,1.414212770760e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
321,1111222233334444,1,2550,16,39,16,39,-0.02000000,0.02000000,16,39,-0.00500000,0.01000000,2.112388610840e-4,1.882612705231e-4,2.297759056091e-5,-2.297759056091e-5,2.649426460266e-4,2.590715885162e-4,5.871057510376e-6,2.879202365875e-4,2.820491790771e-4,1.802774332464e-2,1.802774332464e-2,1.802774332464e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
322,1111222233334444,0,2600,19,13,19,13,-0.02000000,0.01000000,19,13,-0.02000000,0.00500000,3.845095634460e-4,3.928691148758e-4,8.359551429749e-6,8.359551429749e-6,1.579523086548e-6,5.722045898438e-6,-4.142522811890e-6,-6.780028343201e-6,-2.637505531311e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
323,1111222233334444,1,2600,19,13,19,13,-0.02000000,0.01000000,19,13,-0.02000000,0.00000000,3.845095634460e-4,3.987103700638e-4,1.420080661774e-5,1.420080661774e-5,2.235174179077e-7,2.460181713104e-5,-2.437829971313e-5,-1.397728919983e-5,1.040101051331e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
324,1111222233334444,0,2650,102,30,102,30,0.02000000,-0.02000000,102,30,0.01000000,-0.02000000,2.103745937347e-4,1.851916313171e-4,2.518296241760e-5,-2.518296241760e-5,-2.135783433914e-4,-1.586824655533e-4,-5.489587783813e-5,-1.883953809738e-4,-1.334995031357e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
325,1111222233334444,1,2650,102,30,102,30,0.02000000,-0.02000000,102,30,0.00500000,-0.02000000,2.103745937347e-4,1.617670059204e-4,4.860758781433e-5,-4.860758781433e-5,-3.312081098557e-4,-2.726465463638e-4,-5.856156349182e-5,-2.826005220413e-4,-2.240389585495e-4,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
326,1111222233334444,0,2700,19,90,19,90,0.02000000,0.01000000,19,90,0.02000000,0.00500000,1.810774207115e-3,1.776874065399e-3,3.390014171600e-5,-3.390014171600e-5,5.349516868591e-6,4.254281520844e-5,-3.719329833984e-5,3.924965858459e-5,7.644295692444e-5,4.999998956919e-3,4.999998956919e-3,4.999998956919e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
327,1111222233334444,0,2750,66,20,66,20,-0.01000000,0.02000000,66,20,-0.00500000,0.02000000,-7.164627313614e-4,-7.189512252808e-4,2.488493919373e-6,-2.488493919373e-6,-3.768503665924e-5,-3.869831562042e-5,1.013278961182e-6,-3.519654273987e-5,-3.620982170105e-5,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
328,1111222233334444,1,2750,66,20,66,20,-0.01000000,0.02000000,66,20,-0.02000000,0.02000000,-7.164627313614e-4,-7.126182317734e-4,3.844499588013e-6,3.844499588013e-6,7.417798042297e-5,7.417798042297e-5,0.000000000000e0,7.033348083496e-5,7.033348083496e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
329,1111222233334444,0,2800,21,42,21,42,-0.02000000,0.02000000,21,42,-0.02000000,0.01000000,6.065517663956e-4,6.311684846878e-4,2.461671829224e-5,2.461671829224e-5,1.695752143860e-5,1.913309097290e-5,-2.175569534302e-6,-7.659196853638e-6,-5.483627319336e-6,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
330,1111222233334444,1,2800,21,42,21,42,-0.02000000,0.02000000,21,42,-0.02000000,0.00500000,6.065517663956e-4,6.422847509384e-4,3.573298454285e-5,3.573298454285e-5,2.434849739075e-5,2.181529998779e-5,2.533197402954e-6,-1.138448715210e-5,-1.391768455505e-5,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
331,1111222233334444,0,2900,122,18,122,18,-0.01000000,-0.02000000,122,18,0.01000000,-0.01000000,3.439038991928e-4,3.460645675659e-4,2.160668373108e-6,2.160668373108e-6,1.644194126129e-4,1.900494098663e-4,-2.562999725342e-5,1.622587442398e-4,1.878887414932e-4,2.236069925129e-2,2.236069925129e-2,2.236069925129e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
332,1111222233334444,1,2900,122,18,122,18,-0.01000000,-0.02000000,122,18,0.00500000,-0.01000000,3.439038991928e-4,3.409385681152e-4,2.965331077576e-6,-2.965331077576e-6,1.833140850067e-4,3.730356693268e-4,-1.897215843201e-4,1.862794160843e-4,3.760010004044e-4,1.802776753902e-2,1.802776753902e-2,1.802776753902e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
333,1111222233334444,0,3000,73,21,73,21,0.00000000,-0.02000000,73,21,-0.01000000,-0.02000000,1.673072576523e-3,1.673072576523e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
334,1111222233334444,1,3000,73,21,73,21,0.00000000,-0.02000000,73,21,0.00500000,-0.02000000,1.673072576523e-3,1.673072576523e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999998956919e-3,4.999998956919e-3,4.999998956919e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
335,1111222233334444,0,3050,12,59,12,59,0.00000000,0.02000000,12,59,0.02000000,-0.01000000,-3.126412630081e-4,-2.992153167725e-4,1.342594623566e-5,1.342594623566e-5,-4.724115133286e-4,,,-4.858374595642e-4,-1.914054155350e-4,3.605547919869e-2,3.605547919869e-2,,63,63,63,20,1,0,-1,-1,-1,21,0.000000000000e0,0.000000000000e0
336,1111222233334444,1,3050,12,59,12,59,0.00000000,0.02000000,12,59,0.01000000,0.00500000,-3.126412630081e-4,-2.835988998413e-4,2.904236316681e-5,2.904236316681e-5,-2.135634422302e-4,,,-2.426058053970e-4,-4.830956459045e-5,1.802773959935e-2,1.802773959935e-2,,63,63,63,40,1,0,-1,-1,-1,41,0.000000000000e0,0.000000000000e0
337,1111222233334444,0,3100,25,23,25,23,0.00000000,-0.02000000,25,23,-0.02000000,-0.02000000,1.075953245163e-3,1.075953245163e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999955297e-2,1.999999955297e-2,1.999999955297e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
338,1111222233334444,1,3100,25,23,25,23,0.00000000,-0.02000000,25,23,0.02000000,-0.02000000,1.075953245163e-3,1.075953245163e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999955297e-2,1.999999955297e-2,1.999999955297e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
339,1111222233334444,0,3150,87,61,87,61,0.00000000,0.02000000,87,61,-0.02000000,0.02000000,3.235638141632e-4,3.235638141632e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
340,1111222233334444,1,3150,87,61,87,61,0.00000000,0.02000000,87,61,0.01000000,0.02000000,3.235638141632e-4,3.235638141632e-4,0.000000000000e0,0.000000000000e0,-3.129243850708e-7,-3.129243850708e-7,0.000000000000e0,-3.129243850708e-7,-3.129243850708e-7,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
341,1111222233334444,0,3250,86,16,86,16,0.02000000,0.02000000,86,16,0.01000000,0.02000000,4.032552242279e-4,4.016906023026e-4,1.564621925354e-6,-1.564621925354e-6,-2.592802047729e-6,-2.592802047729e-6,0.000000000000e0,-1.028180122375e-6,-1.028180122375e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
342,1111222233334444,1,3250,86,16,86,16,0.02000000,0.02000000,86,16,0.00500000,0.02000000,4.032552242279e-4,4.009008407593e-4,2.354383468628e-6,-2.354383468628e-6,-3.904104232788e-6,-3.904104232788e-6,0.000000000000e0,-1.549720764160e-6,-1.549720764160e-6,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
343,1111222233334444,0,3300,114,88,114,88,-0.02000000,-0.01000000,114,88,-0.02000000,-0.02000000,1.878440380096e-4,1.904517412186e-4,2.607703208923e-6,2.607703208923e-6,4.508197307587e-4,6.249248981476e-4,-1.741051673889e-4,4.482120275497e-4,6.223171949387e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
