role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,exact_train_utility
development,8a6d39c17f02b4e5,2400,development,5,67,57,0,1,0.02000000,-0.01000000,-2.205371856689e-6
development,8a6d39c17f02b4e5,2400,development,5,67,57,1,0,0.01000000,-0.02000000,-2.673299422895e-5
development,8a6d39c17f02b4e5,2400,development,6,68,56,0,0,-0.02000000,0.02000000,1.105368137360e-4
development,8a6d39c17f02b4e5,2400,development,6,68,56,1,1,-0.01000000,0.01000000,5.862644684385e-5
development,8a6d39c17f02b4e5,2400,development,7,69,55,0,1,-0.02000000,-0.02000000,7.905066013336e-6
development,8a6d39c17f02b4e5,2400,development,7,69,55,1,0,-0.01000000,0.00000000,3.958741672250e-6
development,8a6d39c17f02b4e5,2400,development,8,70,54,0,1,-0.02000000,-0.02000000,-3.734541314770e-5
development,8a6d39c17f02b4e5,2400,development,8,70,54,1,0,-0.01000000,0.00000000,-1.852183231676e-5
development,8a6d39c17f02b4e5,2400,development,9,71,53,0,1,0.02000000,-0.02000000,4.912571239402e-5
development,8a6d39c17f02b4e5,2400,development,9,71,53,1,0,0.01000000,0.00000000,2.545056304371e-5
development,8a6d39c17f02b4e5,2400,development,10,72,52,0,1,0.02000000,-0.02000000,-2.445053833071e-4
development,8a6d39c17f02b4e5,2400,development,10,72,52,1,0,0.01000000,0.00000000,-1.099581495509e-4
development,8a6d39c17f02b4e5,2400,development,11,73,51,0,0,0.02000000,0.00000000,-8.290012374346e-6
development,8a6d39c17f02b4e5,2400,development,11,73,51,1,1,0.01000000,-0.02000000,-4.115825049666e-6
development,8a6d39c17f02b4e5,2400,development,12,74,50,0,1,-0.02000000,-0.02000000,1.174574717879e-4
development,8a6d39c17f02b4e5,2400,development,12,74,50,1,0,-0.01000000,0.00000000,6.751436740160e-5
development,8a6d39c17f02b4e5,2400,development,13,75,49,0,0,0.02000000,0.00000000,1.541751698824e-4
development,8a6d39c17f02b4e5,2400,development,13,75,49,1,1,0.01000000,-0.02000000,7.816714787623e-5
development,8a6d39c17f02b4e5,2400,development,14,76,48,0,1,-0.02000000,-0.02000000,-2.446419966873e-4
development,8a6d39c17f02b4e5,2400,development,14,76,48,1,0,-0.01000000,0.00000000,-9.327785664937e-5
development,8a6d39c17f02b4e5,2400,development,15,77,47,0,0,0.02000000,0.02000000,2.444194069540e-5
development,8a6d39c17f02b4e5,2400,development,15,77,47,1,1,0.01000000,0.01000000,1.296183745580e-5
development,8a6d39c17f02b4e5,2400,development,16,78,46,0,1,-0.02000000,-0.02000000,-3.773014468607e-4
development,8a6d39c17f02b4e5,2400,development,16,78,46,1,0,-0.01000000,0.00000000,-1.673204824328e-4
development,8a6d39c17f02b4e5,2400,development,17,79,45,0,0,0.02000000,0.02000000,2.308202238055e-4
development,8a6d39c17f02b4e5,2400,development,17,79,45,1,1,0.01000000,0.01000000,1.498665660620e-4
development,8a6d39c17f02b4e5,2400,development,18,80,44,0,1,0.00000000,-0.01000000,-3.341336923768e-5
development,8a6d39c17f02b4e5,2400,development,18,80,44,1,0,-0.02000000,-0.02000000,-6.990879774094e-5
development,8a6d39c17f02b4e5,2400,development,19,81,43,0,0,0.00000000,0.02000000,7.681827992201e-5
development,8a6d39c17f02b4e5,2400,development,19,81,43,1,1,-0.02000000,0.01000000,3.853502494167e-5
development,8a6d39c17f02b4e5,2400,development,20,82,42,0,1,0.00000000,-0.02000000,-1.332101674052e-4
development,8a6d39c17f02b4e5,2400,development,20,82,42,1,0,-0.02000000,-0.01000000,-6.156476592878e-5
development,8a6d39c17f02b4e5,2400,development,21,83,41,0,1,0.00000000,-0.02000000,-1.114606857300e-5
development,8a6d39c17f02b4e5,2400,development,21,83,41,1,0,-0.02000000,0.00000000,0.000000000000e0
development,8a6d39c17f02b4e5,2400,development,22,84,40,0,1,0.00000000,0.01000000,-2.943848630821e-5
development,8a6d39c17f02b4e5,2400,development,22,84,40,1,0,-0.02000000,0.02000000,-5.950406193733e-5
development,8a6d39c17f02b4e5,2400,development,23,85,39,0,1,0.00000000,-0.01000000,-4.161096585449e-4
development,8a6d39c17f02b4e5,2400,development,23,85,39,1,0,-0.02000000,-0.00500000,-1.924962998601e-4
development,8a6d39c17f02b4e5,2400,development,24,86,38,0,0,0.00000000,0.02000000,6.048123468645e-4
development,8a6d39c17f02b4e5,2400,development,24,86,38,1,1,-0.02000000,0.01000000,3.083357587457e-4
development,8a6d39c17f02b4e5,2400,development,25,87,37,0,0,0.00000000,-0.02000000,-1.409935503034e-4
development,8a6d39c17f02b4e5,2400,development,25,87,37,1,1,-0.02000000,-0.01000000,-6.320358806988e-5
development,8a6d39c17f02b4e5,2400,development,26,88,36,0,1,-0.02000000,0.01000000,-2.256299630972e-4
development,8a6d39c17f02b4e5,2400,development,26,88,36,1,0,-0.01000000,0.02000000,-2.863444387913e-4
development,8a6d39c17f02b4e5,2400,development,27,89,35,0,0,0.02000000,0.02000000,-2.422935067443e-4
development,8a6d39c17f02b4e5,2400,development,27,89,35,1,1,0.01000000,0.01000000,-5.108242112328e-5
development,8a6d39c17f02b4e5,2400,development,28,90,34,0,0,0.02000000,-0.02000000,4.012361168861e-4
development,8a6d39c17f02b4e5,2400,development,28,90,34,1,1,0.01000000,-0.01000000,2.115620300174e-4
development,8a6d39c17f02b4e5,2400,development,29,91,33,0,1,0.00000000,0.01000000,-5.739026892115e-5
development,8a6d39c17f02b4e5,2400,development,29,91,33,1,0,-0.02000000,0.02000000,-1.150217503891e-4
development,8a6d39c17f02b4e5,2400,development,30,92,32,0,1,-0.02000000,-0.01000000,-1.251905487152e-4
development,8a6d39c17f02b4e5,2400,development,30,92,32,1,0,-0.01000000,-0.02000000,-2.651615068316e-4
development,8a6d39c17f02b4e5,2400,development,31,93,31,0,1,0.02000000,-0.01000000,1.374371349812e-4
development,8a6d39c17f02b4e5,2400,development,31,93,31,1,0,0.01000000,-0.02000000,1.096079722629e-4
development,8a6d39c17f02b4e5,2400,development,32,94,30,0,1,0.02000000,0.01000000,-1.153250559582e-4
development,8a6d39c17f02b4e5,2400,development,32,94,30,1,0,0.01000000,0.02000000,-5.602017045021e-4
development,8a6d39c17f02b4e5,2400,development,33,95,29,0,0,0.00000000,0.02000000,2.411417663097e-4
development,8a6d39c17f02b4e5,2400,development,33,95,29,1,1,-0.02000000,0.01000000,1.248496846529e-4
development,8a6d39c17f02b4e5,2400,development,34,96,28,0,1,-0.02000000,0.01000000,3.927604702767e-4
development,8a6d39c17f02b4e5,2400,development,34,96,28,1,0,-0.01000000,0.02000000,2.363603562117e-5
development,8a6d39c17f02b4e5,2400,development,35,97,27,0,0,-0.02000000,-0.02000000,-2.055841760011e-4
development,8a6d39c17f02b4e5,2400,development,35,97,27,1,1,-0.01000000,-0.01000000,-9.033145761350e-5
development,8a6d39c17f02b4e5,2400,development,36,98,26,0,0,0.02000000,0.02000000,4.279244167265e-4
development,8a6d39c17f02b4e5,2400,development,36,98,26,1,1,0.01000000,0.01000000,2.313281147508e-4
development,8a6d39c17f02b4e5,2400,development,37,99,25,0,1,0.00000000,-0.01000000,-2.776396831905e-5
development,8a6d39c17f02b4e5,2400,development,37,99,25,1,0,-0.02000000,-0.02000000,-5.572630834649e-5
development,8a6d39c17f02b4e5,2400,development,38,100,24,0,1,-0.02000000,0.01000000,4.277722910047e-4
development,8a6d39c17f02b4e5,2400,development,38,100,24,1,0,-0.01000000,0.02000000,4.795355198439e-4
development,8a6d39c17f02b4e5,2400,development,39,101,23,0,0,-0.02000000,0.02000000,-6.074858829379e-4
development,8a6d39c17f02b4e5,2400,development,39,101,23,1,1,-0.01000000,0.01000000,-1.637575478526e-4
development,8a6d39c17f02b4e5,2400,development,40,102,22,0,0,0.02000000,0.02000000,-5.307334358804e-4
development,8a6d39c17f02b4e5,2400,development,40,102,22,1,1,0.01000000,0.01000000,-1.128052026615e-4
development,8a6d39c17f02b4e5,2400,development,41,103,21,0,1,0.00000000,-0.01000000,7.035676389933e-5
development,8a6d39c17f02b4e5,2400,development,41,103,21,1,0,-0.02000000,-0.02000000,2.944376319647e-5
development,8a6d39c17f02b4e5,2400,development,42,104,20,0,0,0.02000000,-0.02000000,-2.188337966800e-4
development,8a6d39c17f02b4e5,2400,development,42,104,20,1,1,0.01000000,-0.01000000,-8.454236194666e-6
development,8a6d39c17f02b4e5,2400,development,43,105,19,0,0,0.02000000,-0.02000000,2.676925214473e-4
development,8a6d39c17f02b4e5,2400,development,43,105,19,1,1,0.01000000,-0.01000000,1.563901751069e-4
development,8a6d39c17f02b4e5,2400,development,44,106,18,0,0,-0.02000000,-0.02000000,9.693888569018e-5
development,8a6d39c17f02b4e5,2400,development,44,106,18,1,1,-0.01000000,-0.01000000,6.934876000741e-5
development,8a6d39c17f02b4e5,2400,development,45,107,17,0,1,0.00000000,-0.01000000,6.156694144011e-5
development,8a6d39c17f02b4e5,2400,development,45,107,17,1,0,-0.02000000,-0.02000000,8.496176451445e-5
development,8a6d39c17f02b4e5,2400,development,46,108,16,0,1,0.02000000,-0.01000000,1.675849780440e-4
development,8a6d39c17f02b4e5,2400,development,46,108,16,1,0,0.01000000,-0.02000000,3.713431578944e-5
development,8a6d39c17f02b4e5,2400,development,47,109,15,0,0,0.02000000,0.00500000,-4.790413004230e-5
development,8a6d39c17f02b4e5,2400,development,47,109,15,1,1,0.01000000,0.00000000,-4.910460484098e-5
development,8a6d39c17f02b4e5,2400,development,48,110,14,0,0,-0.02000000,0.00000000,2.818191424012e-4
development,8a6d39c17f02b4e5,2400,development,48,110,14,1,1,-0.01000000,-0.00500000,-1.071362476068e-5
development,8a6d39c17f02b4e5,2400,development,50,112,12,0,0,0.02000000,0.02000000,-1.416591258021e-4
development,8a6d39c17f02b4e5,2400,development,50,112,12,1,1,0.01000000,0.01000000,-1.768364199961e-5
development,8a6d39c17f02b4e5,2400,development,51,113,11,0,1,-0.02000000,0.01000000,7.059372146614e-4
development,8a6d39c17f02b4e5,2400,development,51,113,11,1,0,-0.01000000,0.02000000,4.506775585469e-4
development,8a6d39c17f02b4e5,2400,development,52,114,10,0,1,-0.02000000,-0.01000000,2.054093965853e-5
development,8a6d39c17f02b4e5,2400,development,52,114,10,1,0,-0.01000000,-0.02000000,-8.109305053949e-5
development,8a6d39c17f02b4e5,2400,development,53,115,9,0,1,0.00000000,0.01000000,2.060805709334e-4
development,8a6d39c17f02b4e5,2400,development,53,115,9,1,0,-0.02000000,0.02000000,3.572609275579e-4
development,8a6d39c17f02b4e5,2400,development,54,116,8,0,1,0.02000000,-0.01000000,4.862621426582e-4
development,8a6d39c17f02b4e5,2400,development,54,116,8,1,0,0.01000000,-0.02000000,6.551391561516e-4
development,8a6d39c17f02b4e5,2400,development,55,117,7,0,1,-0.02000000,0.01000000,-1.182022169814e-4
development,8a6d39c17f02b4e5,2400,development,55,117,7,1,0,-0.01000000,0.02000000,-1.977058127522e-4
development,8a6d39c17f02b4e5,2400,development,56,118,6,0,0,0.02000000,-0.02000000,-2.188074140577e-4
development,8a6d39c17f02b4e5,2400,development,56,118,6,1,1,0.01000000,-0.01000000,-1.122892499552e-4
development,8a6d39c17f02b4e5,2400,development,57,119,5,0,1,0.00000000,0.01000000,-9.786275768420e-5
development,8a6d39c17f02b4e5,2400,development,57,119,5,1,0,-0.02000000,0.02000000,-2.362371160416e-4
development,8a6d39c17f02b4e5,2400,development,58,120,4,0,0,0.02000000,0.02000000,2.319257037016e-4
development,8a6d39c17f02b4e5,2400,development,58,120,4,1,1,0.01000000,0.01000000,1.361857430311e-4
development,8a6d39c17f02b4e5,2400,development,59,121,3,0,0,0.02000000,0.02000000,-1.854306756286e-4
development,8a6d39c17f02b4e5,2400,development,59,121,3,1,1,0.01000000,0.01000000,-6.424356251955e-5
development,8a6d39c17f02b4e5,2400,development,60,122,2,0,0,-0.02000000,-0.02000000,-6.777731323382e-5
development,8a6d39c17f02b4e5,2400,development,60,122,2,1,1,-0.01000000,-0.01000000,-2.237067928945e-5
development,8a6d39c17f02b4e5,2400,development,61,0,1,0,0,-0.02000000,0.02000000,2.888909948524e-4
development,8a6d39c17f02b4e5,2400,development,61,0,1,1,1,-0.01000000,0.01000000,2.733558940236e-4
development,8a6d39c17f02b4e5,2400,evaluation,1,63,61,0,0,-0.02000000,0.02000000,2.796128392220e-4
development,8a6d39c17f02b4e5,2400,evaluation,1,63,61,1,1,-0.01000000,0.01000000,1.462651416659e-4
development,8a6d39c17f02b4e5,2400,evaluation,2,64,60,0,0,-0.02000000,0.01000000,4.164967685938e-5
development,8a6d39c17f02b4e5,2400,evaluation,2,64,60,1,1,-0.01000000,0.02000000,2.277766725456e-5
development,8a6d39c17f02b4e5,2400,evaluation,3,65,59,0,0,0.02000000,-0.02000000,3.304984420538e-5
development,8a6d39c17f02b4e5,2400,evaluation,3,65,59,1,1,0.01000000,-0.01000000,1.722170600260e-5
development,8a6d39c17f02b4e5,2400,evaluation,4,66,58,0,0,-0.02000000,0.02000000,1.641369162826e-4
development,8a6d39c17f02b4e5,2400,evaluation,4,66,58,1,1,-0.01000000,0.01000000,8.707927918294e-5
development,8a6d39c17f02b4e5,2400,evaluation,5,67,57,0,0,0.02000000,-0.02000000,-1.933860221470e-5
development,8a6d39c17f02b4e5,2400,evaluation,5,67,57,1,1,0.01000000,-0.01000000,-9.613732800062e-6
development,8a6d39c17f02b4e5,2400,evaluation,6,68,56,0,1,-0.02000000,0.01000000,5.420483648777e-5
development,8a6d39c17f02b4e5,2400,evaluation,6,68,56,1,0,-0.01000000,0.02000000,1.149534582510e-4
development,8a6d39c17f02b4e5,2400,evaluation,7,69,55,0,0,-0.02000000,0.00000000,7.905066013336e-6
development,8a6d39c17f02b4e5,2400,evaluation,7,69,55,1,1,-0.01000000,-0.02000000,3.958741672250e-6
development,8a6d39c17f02b4e5,2400,evaluation,8,70,54,0,0,-0.02000000,0.00000000,-3.734541314770e-5
development,8a6d39c17f02b4e5,2400,evaluation,8,70,54,1,1,-0.01000000,-0.02000000,-1.852183231676e-5
development,8a6d39c17f02b4e5,2400,evaluation,9,71,53,0,0,0.02000000,0.00000000,4.912571239402e-5
development,8a6d39c17f02b4e5,2400,evaluation,9,71,53,1,1,0.01000000,-0.02000000,2.545056304371e-5
development,8a6d39c17f02b4e5,2400,evaluation,10,72,52,0,0,0.02000000,0.00000000,-2.445053833071e-4
development,8a6d39c17f02b4e5,2400,evaluation,10,72,52,1,1,0.01000000,-0.02000000,-1.099581495509e-4
development,8a6d39c17f02b4e5,2400,evaluation,11,73,51,0,1,0.02000000,-0.02000000,-8.290012374346e-6
development,8a6d39c17f02b4e5,2400,evaluation,11,73,51,1,0,0.01000000,0.00000000,-4.115825049666e-6
development,8a6d39c17f02b4e5,2400,evaluation,12,74,50,0,0,-0.02000000,0.00000000,1.174574717879e-4
development,8a6d39c17f02b4e5,2400,evaluation,12,74,50,1,1,-0.01000000,-0.02000000,6.751436740160e-5
development,8a6d39c17f02b4e5,2400,evaluation,13,75,49,0,1,0.02000000,-0.02000000,1.541751698824e-4
development,8a6d39c17f02b4e5,2400,evaluation,13,75,49,1,0,0.01000000,0.00000000,7.816714787623e-5
development,8a6d39c17f02b4e5,2400,evaluation,14,76,48,0,0,-0.02000000,0.00000000,-2.446419966873e-4
development,8a6d39c17f02b4e5,2400,evaluation,14,76,48,1,1,-0.01000000,-0.02000000,-9.327785664937e-5
development,8a6d39c17f02b4e5,2400,evaluation,15,77,47,0,1,0.02000000,0.01000000,-5.914922803640e-5
development,8a6d39c17f02b4e5,2400,evaluation,15,77,47,1,0,0.01000000,0.02000000,9.895457333187e-5
development,8a6d39c17f02b4e5,2400,evaluation,16,78,46,0,0,-0.02000000,0.00000000,-3.789871407207e-4
development,8a6d39c17f02b4e5,2400,evaluation,16,78,46,1,1,-0.01000000,-0.02000000,-1.656341628404e-4
development,8a6d39c17f02b4e5,2400,evaluation,17,79,45,0,1,0.02000000,0.01000000,2.545906754676e-4
development,8a6d39c17f02b4e5,2400,evaluation,17,79,45,1,0,0.01000000,0.02000000,1.284784375457e-4
development,8a6d39c17f02b4e5,2400,evaluation,18,80,44,0,0,0.00000000,-0.02000000,-6.990879774094e-5
development,8a6d39c17f02b4e5,2400,evaluation,18,80,44,1,1,-0.02000000,-0.01000000,-3.341336923768e-5
development,8a6d39c17f02b4e5,2400,evaluation,19,81,43,0,1,0.00000000,0.01000000,3.853502494167e-5
development,8a6d39c17f02b4e5,2400,evaluation,19,81,43,1,0,-0.02000000,0.02000000,7.681827992201e-5
development,8a6d39c17f02b4e5,2400,evaluation,20,82,42,0,0,0.00000000,-0.01000000,-6.156476592878e-5
development,8a6d39c17f02b4e5,2400,evaluation,20,82,42,1,1,-0.02000000,-0.02000000,-1.332101674052e-4
development,8a6d39c17f02b4e5,2400,evaluation,21,83,41,0,0,0.00000000,0.00000000,0.000000000000e0
development,8a6d39c17f02b4e5,2400,evaluation,21,83,41,1,1,-0.02000000,-0.02000000,-1.114606857300e-5
development,8a6d39c17f02b4e5,2400,evaluation,22,84,40,0,0,0.00000000,0.02000000,-5.950406193733e-5
development,8a6d39c17f02b4e5,2400,evaluation,22,84,40,1,1,-0.02000000,0.01000000,-2.943848630821e-5
development,8a6d39c17f02b4e5,2400,evaluation,23,85,39,0,0,0.00000000,-0.00500000,-1.924962998601e-4
development,8a6d39c17f02b4e5,2400,evaluation,23,85,39,1,1,-0.02000000,-0.01000000,-4.161096585449e-4
development,8a6d39c17f02b4e5,2400,evaluation,24,86,38,0,1,0.00000000,0.01000000,3.083357587457e-4
development,8a6d39c17f02b4e5,2400,evaluation,24,86,38,1,0,-0.02000000,0.02000000,6.048123468645e-4
development,8a6d39c17f02b4e5,2400,evaluation,25,87,37,0,1,0.00000000,-0.01000000,-6.320358806988e-5
development,8a6d39c17f02b4e5,2400,evaluation,25,87,37,1,0,-0.02000000,-0.02000000,-1.409935503034e-4
development,8a6d39c17f02b4e5,2400,evaluation,26,88,36,0,0,-0.02000000,0.02000000,-4.277319239918e-4
development,8a6d39c17f02b4e5,2400,evaluation,26,88,36,1,1,-0.01000000,0.01000000,-1.145607457147e-4
development,8a6d39c17f02b4e5,2400,evaluation,27,89,35,0,1,0.02000000,0.01000000,-1.822033227654e-4
development,8a6d39c17f02b4e5,2400,evaluation,27,89,35,1,0,0.01000000,0.02000000,-8.512692147633e-5
development,8a6d39c17f02b4e5,2400,evaluation,28,90,34,0,1,0.02000000,-0.01000000,2.963170409203e-4
development,8a6d39c17f02b4e5,2400,evaluation,28,90,34,1,0,0.01000000,-0.02000000,3.136697632726e-4
development,8a6d39c17f02b4e5,2400,evaluation,29,91,33,0,0,0.00000000,0.02000000,-1.150217503891e-4
development,8a6d39c17f02b4e5,2400,evaluation,29,91,33,1,1,-0.02000000,0.01000000,-5.739026892115e-5
development,8a6d39c17f02b4e5,2400,evaluation,30,92,32,0,0,-0.02000000,-0.02000000,-2.650922688190e-4
development,8a6d39c17f02b4e5,2400,evaluation,30,92,32,1,1,-0.01000000,-0.01000000,-1.150559037342e-4
development,8a6d39c17f02b4e5,2400,evaluation,31,93,31,0,0,0.02000000,-0.02000000,1.136166974902e-4
development,8a6d39c17f02b4e5,2400,evaluation,31,93,31,1,1,0.01000000,-0.01000000,1.309442595812e-4
development,8a6d39c17f02b4e5,2400,evaluation,32,94,30,0,0,0.02000000,0.02000000,-4.482353106141e-4
development,8a6d39c17f02b4e5,2400,evaluation,32,94,30,1,1,0.01000000,0.01000000,-2.046960144071e-4
development,8a6d39c17f02b4e5,2400,evaluation,33,95,29,0,1,0.00000000,0.01000000,1.248496846529e-4
development,8a6d39c17f02b4e5,2400,evaluation,33,95,29,1,0,-0.02000000,0.02000000,2.411417663097e-4
development,8a6d39c17f02b4e5,2400,evaluation,34,96,28,0,0,-0.02000000,0.02000000,2.336350007681e-4
development,8a6d39c17f02b4e5,2400,evaluation,34,96,28,1,1,-0.01000000,0.01000000,1.698803826002e-4
development,8a6d39c17f02b4e5,2400,evaluation,35,97,27,0,1,-0.02000000,-0.01000000,-2.622458559927e-4
development,8a6d39c17f02b4e5,2400,evaluation,35,97,27,1,0,-0.01000000,-0.02000000,-3.801069033216e-5
development,8a6d39c17f02b4e5,2400,evaluation,36,98,26,0,1,0.02000000,0.01000000,3.141981142107e-4
development,8a6d39c17f02b4e5,2400,evaluation,36,98,26,1,0,0.01000000,0.02000000,3.435791877564e-4
development,8a6d39c17f02b4e5,2400,evaluation,37,99,25,0,0,0.00000000,-0.02000000,-5.572630834649e-5
development,8a6d39c17f02b4e5,2400,evaluation,37,99,25,1,1,-0.02000000,-0.01000000,-2.776396831905e-5
development,8a6d39c17f02b4e5,2400,evaluation,38,100,24,0,0,-0.02000000,0.02000000,5.934337968938e-4
development,8a6d39c17f02b4e5,2400,evaluation,38,100,24,1,1,-0.01000000,0.01000000,3.115305153187e-4
development,8a6d39c17f02b4e5,2400,evaluation,39,101,23,0,1,-0.02000000,0.01000000,-1.989457086893e-4
development,8a6d39c17f02b4e5,2400,evaluation,39,101,23,1,0,-0.01000000,0.02000000,-5.763297085650e-4
development,8a6d39c17f02b4e5,2400,evaluation,40,102,22,0,1,0.02000000,0.01000000,4.030670970678e-5
development,8a6d39c17f02b4e5,2400,evaluation,40,102,22,1,0,0.01000000,0.02000000,-6.751297041774e-4
development,8a6d39c17f02b4e5,2400,evaluation,41,103,21,0,0,0.00000000,-0.02000000,2.944376319647e-5
development,8a6d39c17f02b4e5,2400,evaluation,41,103,21,1,1,-0.02000000,-0.01000000,7.035676389933e-5
development,8a6d39c17f02b4e5,2400,evaluation,42,104,20,0,1,0.02000000,-0.01000000,2.399987170065e-5
development,8a6d39c17f02b4e5,2400,evaluation,42,104,20,1,0,0.01000000,-0.02000000,-2.482480776962e-4
development,8a6d39c17f02b4e5,2400,evaluation,43,105,19,0,1,0.02000000,-0.01000000,2.791896986309e-4
development,8a6d39c17f02b4e5,2400,evaluation,43,105,19,1,0,0.01000000,-0.02000000,1.503067760495e-4
development,8a6d39c17f02b4e5,2400,evaluation,44,106,18,0,1,-0.02000000,-0.01000000,1.211302951560e-4
