role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,utility_alpha_0_5,utility_alpha_1,utility_alpha_2
development,1e27c8d46a90b35f,600,evaluation,9,95,77,1,1,-0.01000000,0.01000000,1.418584288331e-4,2.831915917341e-4,5.645074998029e-4
development,1e27c8d46a90b35f,600,evaluation,10,96,76,0,1,0.02000000,0.01000000,1.832780799305e-5,3.547842425178e-5,6.622634828091e-5
development,1e27c8d46a90b35f,600,evaluation,10,96,76,1,0,0.01000000,0.02000000,1.024392713589e-5,2.019666135311e-5,3.920247036149e-5
development,1e27c8d46a90b35f,600,evaluation,11,97,75,0,1,0.02000000,0.01000000,2.606461521282e-6,4.835426807404e-6,4.630535840988e-6
development,1e27c8d46a90b35f,600,evaluation,11,97,75,1,0,0.01000000,0.02000000,4.241243004799e-6,1.369602978230e-5,4.449610787560e-5
development,1e27c8d46a90b35f,600,evaluation,12,98,74,0,0,0.02000000,0.02000000,3.014175745193e-4,6.043873727322e-4,1.188657595776e-3
development,1e27c8d46a90b35f,600,evaluation,12,98,74,1,1,0.01000000,0.01000000,1.509046851425e-4,3.014175745193e-4,6.043873727322e-4
development,1e27c8d46a90b35f,600,evaluation,13,99,73,0,1,0.02000000,0.01000000,-1.256149262190e-4,-2.537301334087e-4,-5.175204132684e-4
development,1e27c8d46a90b35f,600,evaluation,13,99,73,1,0,0.01000000,0.02000000,-5.969777703285e-5,-1.200195401907e-4,-2.389450819464e-4
development,1e27c8d46a90b35f,600,evaluation,14,100,72,0,1,-0.02000000,0.01000000,-1.285846065002e-5,-2.666997352208e-5,-5.713353675674e-5
development,1e27c8d46a90b35f,600,evaluation,14,100,72,1,0,-0.01000000,0.02000000,-2.680967327251e-6,-5.608424544334e-6,-1.219225396198e-5
development,1e27c8d46a90b35f,600,evaluation,15,101,71,0,1,0.02000000,0.01000000,-5.855349081685e-5,-1.189274116769e-4,-2.110426576110e-4
development,1e27c8d46a90b35f,600,evaluation,15,101,71,1,0,0.01000000,0.02000000,-1.764980515873e-5,1.004772911983e-5,5.963258445263e-5
development,1e27c8d46a90b35f,600,evaluation,16,102,70,0,1,0.02000000,0.01000000,-5.138479173183e-5,-1.050159335136e-4,-2.230300306110e-4
development,1e27c8d46a90b35f,600,evaluation,16,102,70,1,0,0.01000000,0.02000000,-3.812151771854e-5,-7.867999374866e-5,-1.748657523422e-4
development,1e27c8d46a90b35f,600,evaluation,17,103,69,0,1,0.02000000,-0.01000000,4.808014782611e-4,9.573884308338e-4,1.901044161059e-3
development,1e27c8d46a90b35f,600,evaluation,17,103,69,1,0,0.01000000,-0.02000000,2.484085562173e-4,4.966476117261e-4,1.001310185529e-3
development,1e27c8d46a90b35f,600,evaluation,18,104,68,0,0,0.02000000,-0.02000000,1.289943884331e-5,2.520096859371e-5,2.484147671566e-6
development,1e27c8d46a90b35f,600,evaluation,18,104,68,1,1,0.01000000,-0.01000000,6.521741397592e-6,1.289943884331e-5,2.520096859371e-5
development,1e27c8d46a90b35f,600,evaluation,19,105,67,0,1,0.00000000,-0.01000000,-1.139380037785e-5,-2.210835555161e-5,-4.358403384686e-5
development,1e27c8d46a90b35f,600,evaluation,19,105,67,1,0,-0.02000000,-0.02000000,-2.210835555161e-5,-4.358403384686e-5,-8.922815322876e-5
development,1e27c8d46a90b35f,600,evaluation,20,106,66,0,0,0.00000000,0.02000000,-3.605273741414e-5,-2.168298960896e-4,-6.375207449310e-4
development,1e27c8d46a90b35f,600,evaluation,20,106,66,1,1,-0.02000000,0.01000000,2.828364631569e-5,4.118246215512e-5,-1.272317022085e-4
development,1e27c8d46a90b35f,600,evaluation,21,107,65,0,0,0.02000000,-0.02000000,-2.199225127697e-5,-4.651211202145e-5,-1.242849975824e-4
development,1e27c8d46a90b35f,600,evaluation,21,107,65,1,1,0.01000000,-0.01000000,-1.222516129928e-5,-2.199225127697e-5,-4.651211202145e-5
development,1e27c8d46a90b35f,600,evaluation,22,108,64,0,1,0.02000000,-0.01000000,-4.123710095882e-5,-8.323540532729e-5,-1.520632504253e-4
development,1e27c8d46a90b35f,600,evaluation,22,108,64,1,0,0.01000000,-0.02000000,-8.444860577583e-5,-1.544648112031e-4,-2.339854836464e-4
development,1e27c8d46a90b35f,600,evaluation,23,109,63,0,0,0.00000000,-0.02000000,-5.924391371082e-5,-6.025905531715e-5,-5.293513459037e-5
development,1e27c8d46a90b35f,600,evaluation,23,109,63,1,1,-0.02000000,-0.01000000,-3.006123006344e-5,-5.924391371082e-5,-6.025905531715e-5
development,1e27c8d46a90b35f,600,evaluation,24,110,62,0,1,0.02000000,-0.01000000,-1.489681471867e-5,-3.179224950145e-5,-7.470200216630e-5
development,1e27c8d46a90b35f,600,evaluation,24,110,62,1,0,0.01000000,-0.02000000,-6.041178949090e-6,-2.227537333965e-5,-1.230283378391e-4
development,1e27c8d46a90b35f,600,evaluation,25,111,61,0,1,0.02000000,0.01000000,1.012335196720e-4,1.896328030853e-4,4.018358886242e-4
development,1e27c8d46a90b35f,600,evaluation,25,111,61,1,0,0.01000000,0.02000000,5.101909118821e-5,1.393053680658e-4,2.190278173657e-4
development,1e27c8d46a90b35f,600,evaluation,26,112,60,0,0,0.00000000,-0.02000000,2.793657185975e-4,5.901902914047e-4,1.194973126985e-3
development,1e27c8d46a90b35f,600,evaluation,26,112,60,1,1,-0.02000000,-0.01000000,1.394084392814e-4,2.793657185975e-4,5.901902914047e-4
development,1e27c8d46a90b35f,600,evaluation,27,113,59,0,0,0.00000000,0.00000000,0.000000000000e0,0.000000000000e0,0.000000000000e0
development,1e27c8d46a90b35f,600,evaluation,27,113,59,1,1,-0.02000000,-0.00500000,-6.496906280518e-6,-1.260017324967e-5,-2.526057323848e-5
development,1e27c8d46a90b35f,600,evaluation,28,114,58,0,0,0.00000000,-0.02000000,-1.557463110657e-4,-2.652425318956e-4,-5.675479769707e-4
development,1e27c8d46a90b35f,600,evaluation,28,114,58,1,1,-0.02000000,0.02000000,1.837797462940e-4,3.639366477728e-4,7.140226662159e-4
development,1e27c8d46a90b35f,600,evaluation,29,115,57,0,0,0.00000000,0.02000000,3.004545869771e-4,5.946134333499e-4,1.169471652247e-3
development,1e27c8d46a90b35f,600,evaluation,29,115,57,1,1,-0.02000000,0.01000000,1.542574464111e-4,3.004545869771e-4,5.946134333499e-4
development,1e27c8d46a90b35f,600,evaluation,30,116,56,0,1,0.00000000,0.01000000,1.684986054897e-4,3.366948512848e-4,6.729997694492e-4
development,1e27c8d46a90b35f,600,evaluation,30,116,56,1,0,-0.02000000,0.02000000,3.366948512848e-4,6.729997694492e-4,1.322928234003e-3
development,1e27c8d46a90b35f,600,evaluation,31,117,55,0,1,0.00000000,-0.01000000,2.175942063332e-5,4.163135963609e-5,7.353039836744e-5
development,1e27c8d46a90b35f,600,evaluation,31,117,55,1,0,-0.02000000,-0.02000000,4.163135963609e-5,7.353039836744e-5,1.202883795486e-4
development,1e27c8d46a90b35f,600,evaluation,32,118,54,0,1,0.00000000,0.01000000,4.775201159646e-5,9.030289947987e-5,1.725591719151e-4
development,1e27c8d46a90b35f,600,evaluation,32,118,54,1,0,-0.02000000,0.02000000,9.030289947987e-5,1.725591719151e-4,3.186122921761e-4
development,1e27c8d46a90b35f,600,evaluation,33,119,53,0,0,0.00000000,0.02000000,-2.720020711422e-5,-5.402415990829e-5,-1.245408057002e-4
development,1e27c8d46a90b35f,600,evaluation,33,119,53,1,1,-0.02000000,0.01000000,-1.390712986904e-5,-2.720020711422e-5,-5.402415990829e-5
development,1e27c8d46a90b35f,600,evaluation,34,120,52,0,0,-0.02000000,-0.02000000,3.138681131531e-5,7.088979327818e-5,1.469372509746e-4
development,1e27c8d46a90b35f,600,evaluation,34,120,52,1,1,-0.01000000,-0.01000000,1.465032528358e-5,3.138681131531e-5,7.088979327818e-5
development,1e27c8d46a90b35f,600,evaluation,35,121,51,0,1,-0.02000000,0.01000000,-3.494570773910e-5,-7.062529766699e-5,-1.486117689637e-4
development,1e27c8d46a90b35f,600,evaluation,35,121,51,1,0,-0.01000000,0.02000000,3.548028689693e-5,6.849070632597e-5,1.191105693579e-4
development,1e27c8d46a90b35f,600,evaluation,36,122,50,0,1,-0.02000000,0.01000000,5.737381798099e-5,1.130693926825e-4,1.743920147419e-4
development,1e27c8d46a90b35f,600,evaluation,36,122,50,1,0,-0.01000000,0.02000000,5.403782051872e-5,1.016569658532e-4,1.856349408627e-4
development,1e27c8d46a90b35f,600,evaluation,37,123,49,0,0,0.02000000,0.02000000,3.814759475063e-5,7.410781836370e-5,1.819400786189e-4
development,1e27c8d46a90b35f,600,evaluation,37,123,49,1,1,0.01000000,0.01000000,1.912253537739e-5,3.814759475063e-5,7.410781836370e-5
development,1e27c8d46a90b35f,600,evaluation,38,124,48,0,1,0.02000000,-0.01000000,3.344130891492e-5,6.637287879130e-5,1.306540070800e-4
development,1e27c8d46a90b35f,600,evaluation,38,124,48,1,0,0.01000000,-0.02000000,4.264588278602e-5,8.498070383212e-5,1.754853874445e-4
development,1e27c8d46a90b35f,600,evaluation,39,125,47,0,0,-0.02000000,0.02000000,-7.561904931208e-5,-1.448442490073e-4,-2.687126398087e-4
development,1e27c8d46a90b35f,600,evaluation,39,125,47,1,1,-0.01000000,0.01000000,-3.735038262676e-5,-7.561904931208e-5,-1.448442490073e-4
development,1e27c8d46a90b35f,600,evaluation,40,126,46,0,0,-0.02000000,-0.02000000,-4.616752266884e-5,-9.865251922747e-5,-2.678825112525e-4
development,1e27c8d46a90b35f,600,evaluation,40,126,46,1,1,-0.01000000,-0.01000000,-2.283913454448e-5,-4.616752266884e-5,-9.865251922747e-5
development,1e27c8d46a90b35f,600,evaluation,41,127,45,0,0,-0.02000000,-0.02000000,1.799321471481e-4,3.651982697193e-4,7.204252178781e-4
development,1e27c8d46a90b35f,600,evaluation,41,127,45,1,1,-0.01000000,-0.01000000,8.610697841505e-5,1.799321471481e-4,3.651982697193e-4
development,1e27c8d46a90b35f,600,evaluation,42,128,44,0,1,-0.02000000,0.01000000,-5.241297185421e-5,-1.055356115103e-4,-2.147847117158e-4
development,1e27c8d46a90b35f,600,evaluation,42,128,44,1,0,-0.01000000,0.02000000,-6.389183545252e-5,-1.309153885813e-4,-2.781140210573e-4
development,1e27c8d46a90b35f,600,evaluation,43,129,43,0,1,-0.02000000,-0.01000000,-2.861084976757e-5,-5.812135714223e-5,-1.198034733534e-4
development,1e27c8d46a90b35f,600,evaluation,43,129,43,1,0,-0.01000000,-0.02000000,-2.760936877166e-5,-5.755325037171e-5,-1.301039010286e-4
development,1e27c8d46a90b35f,600,evaluation,44,130,42,0,1,-0.02000000,0.01000000,4.289671778679e-6,7.507701866416e-6,1.158751547337e-5
development,1e27c8d46a90b35f,600,evaluation,44,130,42,1,0,-0.01000000,0.02000000,-7.956040644785e-5,-1.606270670891e-4,-3.270214947406e-4
development,1e27c8d46a90b35f,600,evaluation,45,131,41,0,0,-0.02000000,0.02000000,9.336818948213e-6,1.799190977181e-5,2.484396100044e-5
development,1e27c8d46a90b35f,600,evaluation,45,131,41,1,1,-0.01000000,0.01000000,4.900619387627e-6,9.336818948213e-6,1.799190977181e-5
development,1e27c8d46a90b35f,600,evaluation,46,132,40,0,0,-0.02000000,0.02000000,-1.822647900553e-4,-3.707967698574e-4,-7.710897480138e-4
development,1e27c8d46a90b35f,600,evaluation,46,132,40,1,1,-0.01000000,0.01000000,-9.089832747122e-5,-1.822647900553e-4,-3.707967698574e-4
development,1e27c8d46a90b35f,600,evaluation,47,133,39,0,0,-0.02000000,0.02000000,-2.009297350014e-5,-4.090058428119e-5,-5.732725185226e-5
development,1e27c8d46a90b35f,600,evaluation,47,133,39,1,1,-0.01000000,0.01000000,-9.963288903236e-6,-2.009297350014e-5,-4.090058428119e-5
development,1e27c8d46a90b35f,600,evaluation,48,134,38,0,1,-0.02000000,-0.01000000,-3.214987737010e-5,-6.465055048466e-5,-1.307651400566e-4
development,1e27c8d46a90b35f,600,evaluation,48,134,38,1,0,-0.01000000,-0.02000000,-3.741557520698e-5,-7.574880874017e-5,-1.802512706490e-4
development,1e27c8d46a90b35f,600,evaluation,49,135,37,0,0,-0.02000000,-0.02000000,6.030375880073e-5,1.197047531605e-4,2.365236432524e-4
development,1e27c8d46a90b35f,600,evaluation,49,135,37,1,1,-0.01000000,-0.01000000,3.026736339962e-5,6.030375880073e-5,1.197047531605e-4
development,1e27c8d46a90b35f,600,evaluation,50,136,36,0,1,0.02000000,0.01000000,3.812834620476e-6,1.287460327148e-5,6.876761472085e-5
development,1e27c8d46a90b35f,600,evaluation,50,136,36,1,0,0.01000000,0.02000000,2.224619265689e-6,6.072223186493e-6,7.575998552056e-6
development,1e27c8d46a90b35f,600,evaluation,51,137,35,0,1,0.00000000,-0.01000000,3.029902700291e-6,5.883475296287e-6,1.109329332394e-5
development,1e27c8d46a90b35f,600,evaluation,51,137,35,1,0,-0.02000000,-0.02000000,5.883475296287e-6,1.109329332394e-5,-1.921939292515e-5
development,1e27c8d46a90b35f,600,evaluation,52,138,34,0,0,-0.02000000,0.02000000,-2.513819781598e-4,-5.391053855419e-4,-1.129430369474e-3
development,1e27c8d46a90b35f,600,evaluation,52,138,34,1,1,-0.01000000,0.01000000,-1.169076786027e-4,-2.513819781598e-4,-5.391053855419e-4
development,1e27c8d46a90b35f,600,evaluation,53,139,33,0,1,0.02000000,-0.01000000,2.567345836724e-5,3.389269113541e-5,-2.008676528931e-5
development,1e27c8d46a90b35f,600,evaluation,53,139,33,1,0,0.01000000,-0.02000000,1.095999032259e-4,1.958751381608e-4,3.286370483693e-4
development,1e27c8d46a90b35f,600,evaluation,54,140,32,0,1,0.02000000,-0.01000000,1.020332201733e-4,1.895595341921e-4,3.147448005620e-4
development,1e27c8d46a90b35f,600,evaluation,54,140,32,1,0,0.01000000,-0.02000000,1.622072159080e-4,2.870733442251e-4,4.558234068099e-4
development,1e27c8d46a90b35f,600,evaluation,55,141,31,0,0,0.00000000,0.02000000,3.563488644431e-5,7.118595385691e-5,1.420726330252e-4
development,1e27c8d46a90b35f,600,evaluation,55,141,31,1,1,-0.02000000,0.01000000,1.781682112778e-5,3.563488644431e-5,7.118595385691e-5
development,1e27c8d46a90b35f,600,evaluation,56,142,30,0,0,-0.02000000,-0.02000000,-1.392203121213e-4,-2.739833144005e-4,-4.753420653287e-4
development,1e27c8d46a90b35f,600,evaluation,56,142,30,1,1,-0.01000000,-0.01000000,-7.397247100016e-5,-1.392203121213e-4,-2.739833144005e-4
development,1e27c8d46a90b35f,600,evaluation,57,143,29,0,1,-0.02000000,0.01000000,-3.709457814693e-5,-7.570659363410e-5,-1.574344933033e-4
development,1e27c8d46a90b35f,600,evaluation,57,143,29,1,0,-0.01000000,0.02000000,-2.829482218658e-5,-5.700439214706e-5,-1.086654738174e-4
development,1e27c8d46a90b35f,600,evaluation,58,144,28,0,1,0.02000000,-0.01000000,-4.393979907036e-6,-8.588035598223e-6,-1.635836997593e-5
development,1e27c8d46a90b35f,600,evaluation,58,144,28,1,0,0.01000000,-0.02000000,-2.669667264854e-5,-5.320149284671e-5,-1.062030569301e-4
development,1e27c8d46a90b35f,600,evaluation,59,145,27,0,1,0.00000000,0.01000000,-9.380280971527e-6,-1.877111753856e-5,-3.755775469472e-5
development,1e27c8d46a90b35f,600,evaluation,59,145,27,1,0,-0.02000000,0.02000000,-1.877111753856e-5,-3.755775469472e-5,-6.808713078499e-5
development,1e27c8d46a90b35f,600,evaluation,60,146,26,0,1,0.02000000,-0.01000000,-2.436445356579e-4,-4.896211321466e-4,-9.886337211356e-4
development,1e27c8d46a90b35f,600,evaluation,60,146,26,1,0,0.01000000,-0.02000000,-8.326271927217e-5,-1.670078636380e-4,-3.323294222355e-4
development,1e27c8d46a90b35f,600,evaluation,61,147,25,0,0,0.02000000,-0.02000000,4.690779896919e-4,9.269875590689e-4,1.811306341551e-3
development,1e27c8d46a90b35f,600,evaluation,61,147,25,1,1,0.01000000,-0.01000000,2.359356731176e-4,4.690779896919e-4,9.269875590689e-4
development,1e27c8d46a90b35f,600,evaluation,62,148,24,0,0,0.02000000,-0.02000000,4.400064426591e-5,8.790070569376e-5,1.733650715323e-4
development,1e27c8d46a90b35f,600,evaluation,62,148,24,1,1,0.01000000,-0.01000000,2.176004090870e-5,4.400064426591e-5,8.790070569376e-5
development,1e27c8d46a90b35f,600,evaluation,63,149,23,0,0,0.00000000,-0.02000000,1.596299262019e-4,2.402017562417e-4,3.155749291182e-4
development,1e27c8d46a90b35f,600,evaluation,63,149,23,1,1,-0.02000000,-0.01000000,8.647827053210e-5,1.596299262019e-4,2.402017562417e-4
development,1e27c8d46a90b35f,600,evaluation,64,150,22,0,0,-0.02000000,0.02000000,6.663861131528e-5,1.189994291053e-4,3.408261982258e-4
development,1e27c8d46a90b35f,600,evaluation,64,150,22,1,1,-0.01000000,0.01000000,6.549743557116e-5,6.663861131528e-5,1.189994291053e-4
development,1e27c8d46a90b35f,600,evaluation,65,151,21,0,1,0.02000000,0.01000000,-1.407855452271e-4,-3.343274293002e-4,-7.370362873189e-4
development,1e27c8d46a90b35f,600,evaluation,65,151,21,1,0,0.01000000,0.02000000,-2.932424249593e-4,-6.448458880186e-4,-1.343628973700e-3
development,1e27c8d46a90b35f,600,evaluation,66,152,20,0,0,0.02000000,0.02000000,-2.050368784694e-4,-4.345830529928e-4,-1.000103191473e-3
development,1e27c8d46a90b35f,600,evaluation,66,152,20,1,1,0.01000000,0.01000000,-1.005449666991e-4,-2.050368784694e-4,-4.345830529928e-4
development,1e27c8d46a90b35f,600,evaluation,67,153,19,0,1,0.00000000,0.01000000,6.618164479733e-5,1.202455387102e-4,1.508494169684e-4
development,1e27c8d46a90b35f,600,evaluation,67,153,19,1,0,-0.02000000,0.02000000,1.202455387102e-4,1.508494169684e-4,1.139553860412e-4
development,1e27c8d46a90b35f,600,evaluation,68,154,18,0,0,0.02000000,-0.02000000,1.968182623386e-4,3.737397491932e-4,5.728633259423e-4
development,1e27c8d46a90b35f,600,evaluation,68,154,18,1,1,0.01000000,-0.01000000,9.995885193348e-5,1.968182623386e-4,3.737397491932e-4
development,1e27c8d46a90b35f,600,evaluation,69,155,17,0,1,0.02000000,-0.01000000,-1.940323709277e-4,-3.999316541012e-4,-8.476792718284e-4
development,1e27c8d46a90b35f,600,evaluation,69,155,17,1,0,0.01000000,-0.02000000,-3.209958379102e-7,-9.788200259209e-6,-1.417808234692e-4
development,1e27c8d46a90b35f,600,evaluation,70,156,16,0,1,0.02000000,-0.01000000,1.202492640004e-4,2.379883080721e-4,4.467566905078e-4
development,1e27c8d46a90b35f,600,evaluation,70,156,16,1,0,0.01000000,-0.02000000,2.581489679869e-4,4.873387515545e-4,8.704352076165e-4
development,1e27c8d46a90b35f,600,evaluation,71,157,15,0,0,0.00000000,0.02000000,3.905718403985e-5,8.544884622097e-5,1.712180674076e-4
development,1e27c8d46a90b35f,600,evaluation,71,157,15,1,1,-0.02000000,0.01000000,1.609822174942e-5,3.905718403985e-5,8.544884622097e-5
development,1e27c8d46a90b35f,600,evaluation,72,158,14,0,0,0.02000000,-0.02000000,-8.907789742807e-5,-1.817513257265e-4,-3.913249820471e-4
development,1e27c8d46a90b35f,600,evaluation,72,158,14,1,1,0.01000000,-0.01000000,-4.391061884235e-5,-8.907789742807e-5,-1.817513257265e-4
development,1e27c8d46a90b35f,600,evaluation,73,159,13,0,0,0.02000000,-0.02000000,-1.997624895012e-5,-3.672328966786e-5,-7.049304986140e-5
development,1e27c8d46a90b35f,600,evaluation,73,159,13,1,1,0.01000000,-0.01000000,-1.008187700791e-5,-1.997624895012e-5,-3.672328966786e-5
development,1e27c8d46a90b35f,600,evaluation,74,160,12,0,1,-0.02000000,0.01000000,-2.166877237642e-7,-5.730738052989e-7,-4.917383193970e-6
development,1e27c8d46a90b35f,600,evaluation,74,160,12,1,0,-0.01000000,0.02000000,-1.327755580860e-5,-3.022824785148e-5,-7.308771455428e-5
development,1e27c8d46a90b35f,600,evaluation,75,161,11,0,1,0.00000000,-0.01000000,5.626430265693e-6,8.832042112772e-6,1.564001081533e-6
development,1e27c8d46a90b35f,600,evaluation,75,161,11,1,0,-0.02000000,-0.02000000,8.832042112772e-6,1.564001081533e-6,-3.760059553315e-5
development,1e27c8d46a90b35f,600,evaluation,76,162,10,0,1,-0.02000000,-0.00500000,-2.220192254754e-4,-4.477264883462e-4,-9.131363476627e-4
development,1e27c8d46a90b35f,600,evaluation,76,162,10,1,0,-0.01000000,-0.01000000,-8.493909990648e-5,-1.742610038491e-4,-3.580419870559e-4
development,1e27c8d46a90b35f,600,evaluation,77,163,9,0,1,-0.02000000,-0.01000000,1.736165286275e-4,3.387319447938e-4,6.389934569597e-4
development,1e27c8d46a90b35f,600,evaluation,77,163,9,1,0,-0.01000000,-0.02000000,1.020027921186e-4,2.058167010546e-4,3.796486707870e-4
development,1e27c8d46a90b35f,600,evaluation,78,164,8,0,0,-0.02000000,0.02000000,-4.208336395095e-5,-8.364208042622e-5,-1.827701926231e-4
development,1e27c8d46a90b35f,600,evaluation,78,164,8,1,1,-0.01000000,0.01000000,-2.100256642734e-5,-4.208336395095e-5,-8.364208042622e-5
development,1e27c8d46a90b35f,600,evaluation,79,165,7,0,0,0.00000000,0.02000000,2.634525299072e-5,5.946308374405e-5,1.182109117508e-4
development,1e27c8d46a90b35f,600,evaluation,79,165,7,1,1,-0.02000000,0.01000000,1.333095133305e-5,2.634525299072e-5,5.946308374405e-5
development,1e27c8d46a90b35f,600,evaluation,80,166,6,0,1,-0.02000000,-0.01000000,-1.701029686956e-4,-3.418357518967e-4,-6.820342387073e-4
